pl_name,hostname,sy_starnum,sy_planetnum,disc_year,disc_facility,T_orbit,orb_semimajor_AU,R_pl_earths,M_pl_earths,orb_eccentricity,avg_temp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_grav_surface,rastr,right_asc,decstr,declination,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,star_id,Fe,O,S,Ca,Mg,C,Si,Ti,planet_letter,T_orbit_right,orb_eccentricity_right,orb_semimajor_AU_right,M_pl_earths_right,R_pl_earths_right,inclination,atm_main_gases,atm_percentages,atm_trace_gases,pl_insolation
HD 168009 b,HD 168009,1,1,2021,Multiple Observatories,15.1479,0.1192,3.05,9.53485,0.12,,G2V,5778.33,1.21,0.99,0.018,[Fe/H],4.27,18h15m32.35s,273.8847918,+45d12m31.76s,45.2088229,23.3032,6.295,4.756,6.14052,HD 168009,0.03,-0.05,-0.03,0.05,0.04,0.01,0.02,-0.01,b,15.15,0.12,0.12,0.03,0.0,0.0,O|N|H2O|S,13.878852566978065|55.51541026791226|29.506440557395365|0.5992966077143193,SO2,13143.676861195783
HD 168443 b,HD 168443,1,2,1998,W. M. Keck Observatory,58.11187,0.292,12.6,2424.39509,0.53,,G5,5491.0,1.71,0.98,0.04,[Fe/H],3.99,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,6.92122,5.211,6.73166,HD 168443,0.1,0.11,0.15,0.11,0.24,0.21,0.11,0.18,b,58.11,0.53,0.29,7.63,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,9308.821305828214
HD 168443 c,HD 168443,1,2,2000,W. M. Keck Observatory,1753.1096,2.842,12.2,5500.33841,0.21,,G5,5491.0,1.71,0.98,0.04,[Fe/H],3.99,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,6.92122,5.211,6.73166,HD 168443,0.1,0.11,0.15,0.11,0.24,0.21,0.11,0.18,c,1749.67,0.21,2.88,17.76,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3031.91337736587
HD 168746 b,HD 168746,1,1,2002,La Silla Observatory,6.404,0.07,11.1,85.8141,0.11,900,G5,5570.0,1.09,1.07,-0.08,[Fe/H],4.39,18h21m49.76s,275.4573269,-11d55m22.71s,-11.9229757,41.5681,7.95,6.253,7.77169,HD 168746,-0.06,0.02,0.06,0.06,0.14,0.04,0.02,0.11,b,6.4,0.11,0.07,0.25,0.0,0.0,O|N|H2O|S,13.874914046570133|55.49965618628053|29.4980672630081|0.6273625041412354,CH4|NH4|NH3|SO2,15696.75391913249
HD 168863 b,HD 168863,1,1,2022,Multiple Observatories,14773.93272,10.961,12.7,2154.8766,0.187,,,4905.0,0.78,0.8,0.16,[M/H],4.56,18h22m39.41s,275.6642157,-18d01m19.10s,-18.0219726,39.8979,9.35,7.04,9.06821,HD 168863,0.22,0.0,0.0,0.19,0.13,0.14,0.19,0.38,b,14770.0,0.19,10.96,6.78,0.0,129.84,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,932.153273814197
HD 1690 b,HD 1690,1,1,2010,La Silla Observatory,533.0,1.36,12.5,2793.7257,0.64,,K1 III,4374.0,21.66,1.86,-0.27,[Fe/H],2.04,00h21m13.34s,5.3055886,-08d16m52.12s,-8.2811442,752.615,9.19,6.018,8.74943,HD   1690,-0.22,-0.14,0.46,-0.21,-0.03,-0.03,0.01,0.01,b,533.0,0.64,1.36,8.79,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,12118.805739002433
HD 16905 b,HD 16905,1,1,2022,Multiple Observatories,10256.0,8.8,12.4,3591.461,0.68,,K3 V,4866.12,0.77,0.85,0.24,[M/H],4.56,02h40m03.27s,40.0136203,-61d21m18.14s,-61.3550396,39.7401,9.44,7.086,9.11324,HD  16905,0.21,0.18,0.0,0.25,0.24,0.24,0.28,0.37,b,6707.0,0.67,6.44,9.06,0.0,19.66,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,995.281615998508
HD 169830 b,HD 169830,1,2,2000,La Silla Observatory,225.67372,0.765,13.2,804.4237,0.294,345,F8 V,6300.0,1.94,1.17,0.21,[Fe/H],4.01,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,5.9,4.688,5.77641,HD 169830,0.21,0.18,0.06,0.23,0.2,0.19,0.15,0.16,b,225.62,0.31,0.81,2.88,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,7118.530227704585
HD 169830 c,HD 169830,1,2,2003,La Silla Observatory,1818.82339,3.075,12.6,2437.42605,0.246,,F7 V,6179.26,1.94,1.17,0.12,[Fe/H],4.01,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,5.9,4.688,5.77641,HD 169830,0.21,0.18,0.06,0.23,0.2,0.19,0.15,0.16,c,1818.82,0.25,3.08,7.67,0.0,24.47,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3489.1630132363175
HD 170469 b,HD 170469,2,1,2007,W. M. Keck Observatory,1145.0,2.24,14.1,209.7678,0.11,,G5 IV,5842.0,1.24,1.1,0.29,[Fe/H],4.3,18h29m10.93s,277.2955423,+11d41m43.53s,11.6954244,60.178,8.21,6.707,8.04953,HD 170469,0.32,0.19,0.27,0.32,0.4,0.43,0.33,0.35,b,1145.0,0.11,2.24,0.66,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3104.1222137999175
HD 17092 b,HD 17092,1,1,2007,McDonald Observatory,359.89999,1.31,12.5,3219.6179,0.17,,K0 III,4326.0,13.58,6.73,0.18,[Fe/H],3.0,02h46m22.18s,41.5924261,+49d39m10.94s,49.6530375,228.422,7.732,4.807,7.33993,HD  17092,0.15,0.06,0.71,0.11,0.17,0.29,0.34,0.16,b,359.9,0.17,0.0,4.6,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,9928.283938627366
HD 171028 b,HD 171028,1,1,2007,La Silla Observatory,550.0,1.32,13.2,832.7146,0.59,,G0,5671.0,2.47,1.53,-0.48,[Fe/H],3.84,18h32m15.45s,278.0643694,+06d56m44.46s,6.9456827,111.659,8.292,6.604,8.10233,HD 171028,-0.44,-0.34,-0.48,-0.34,-0.34,-0.4,-0.37,-0.33,b,550.0,0.59,1.32,1.98,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,5409.66285041041
HD 171238 b,HD 171238,1,1,2009,La Silla Observatory,1532.0,2.57,12.5,2796.88998,0.234,,G8 V,5440.0,1.01,0.96,0.2,[Fe/H],4.43,18h34m43.64s,278.6818389,-28d04m22.03s,-28.0727849,44.8113,8.61,6.831,8.41099,HD 171238,0.22,-0.03,0.0,0.21,0.12,0.12,0.16,0.15,b,1523.0,0.4,2.54,2.6,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,2425.4633217714227
HD 17156 b,HD 17156,1,1,2007,Subaru Telescope,21.21663,0.16278,12.33,1115.5833,0.68,883,G5,6040.0,1.55,1.41,0.19,[Fe/H],4.2,02h49m44.79s,42.4366123,+71d45m11.12s,71.7530882,78.0863,8.17,6.763,8.03298,HD  17156,0.24,0.1,0.0,0.23,0.21,0.21,0.2,0.23,b,21.2,0.67,0.15,3.12,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,12887.28422298378
HD 173416 b,HD 173416,1,1,2008,Xinglong Station,322.03,1.158,13.4,585.1221,0.208,,G8,4683.0,13.5,2.0,-0.22,[Fe/H],2.48,18h43m36.14s,280.9005676,+36d33m24.69s,36.556857,132.184,6.04188,3.814,5.75681,HD 173416,-0.08,-0.09,0.04,-0.02,0.22,0.02,0.06,0.02,b,0.0,0.0,1.0,2.03,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,11382.740051380257
HD 174205 b,HD 174205,1,1,2022,Bohyunsan Optical Astronomical Observatory,582.0,1.7,13.0,1334.87931,0.4,,K2,4308.0,26.6,1.8,-0.28,[Fe/H],1.8,18h43m10.37s,280.7932014,+70d47m34.17s,70.7928237,234.027,6.28209,3.574,5.89765,HD 174205,-0.26,-0.17,0.0,-0.3,-0.34,-0.46,-0.4,-0.42,b,582.0,0.4,1.7,4.2,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,12031.982273683623
HD 175167 b,HD 175167,1,1,2009,Las Campanas Observatory,1175.0,2.4,12.3,4703.86042,0.51,,G5 IV/V,5635.0,1.75,1.09,0.28,[Fe/H],4.09,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.0863,8.01,6.288,7.82424,HD 175167,0.33,0.0,0.19,0.28,0.28,0.18,0.3,0.38,b,1290.0,0.54,2.4,7.8,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3375.517154361612
HD 175541 b,HD 175541,1,1,2007,W. M. Keck Observatory,298.43,0.975,14.1,190.06234,0.11,,G8 IV,5013.0,4.19,1.39,-0.07,[Fe/H],3.33,18h55m40.88s,283.9203211,+04d15m53.76s,4.2649344,129.603,8.020001,5.829,7.75927,HD 175541,-0.03,-0.04,0.31,-0.01,0.02,-0.18,-0.06,0.02,b,297.3,0.33,1.03,0.61,0.0,0.0,O|N|H2O|S|CO2,11.969364891610988|47.87745956644395|25.44686975956496|1.1049925854881344|13.101313196891962,CH4|NH4|NH3|SO2,7421.5195175741865
HD 175607 b,HD 175607,1,1,2015,La Silla Observatory,29.01,,2.94,8.98,0.11,,G6 V,5392.0,0.7,0.71,-0.62,[Fe/H],4.64,19h01m05.83s,285.2742901,-66d11m39.62s,-66.1943379,40.3303,8.6,6.881,8.40957,HD 175607,-0.58,-0.27,-0.18,-0.35,-0.27,-0.39,-0.4,-0.24,b,29.01,0.11,0.0,0.03,0.0,0.0,O|N|H2O|S|CO2,11.95498384215746|47.81993536862984|25.41629564842676|0.6065090010957915|13.702276139690136,CH4|NH4|NH3|SO2,3221.731394969894
HD 17674 b,HD 17674,1,1,2017,Haute-Provence Observatory,623.8,1.42,13.9,276.5121,0.13,,G0 V,5904.0,1.18,0.98,-0.16,[Fe/H],4.34,02h51m04.44s,42.7684964,+30d17m11.75s,30.2865981,44.4264,7.535,6.093,7.40113,HD  17674,-0.1,-0.03,-0.35,-0.03,-0.01,-0.07,-0.1,-0.11,b,623.8,0.13,1.42,0.87,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3841.2316326222776
HD 176986 b,HD 176986,1,2,2017,Multiple Observatories,6.4898,0.06296,2.26,5.74,0.066,,K2.5 V,4931.0,0.78,0.79,0.03,[Fe/H],4.44,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,8.42,6.22,8.14249,HD 176986,0.09,0.27,0.77,0.08,0.07,0.2,0.05,0.19,b,6.49,0.07,0.06,0.02,0.0,0.0,None,None,None,12410.505328381008
HD 176986 c,HD 176986,1,2,2017,Multiple Observatories,16.8191,0.11878,2.98,9.18,0.111,,K2.5 V,4931.0,0.78,0.79,0.03,[Fe/H],4.44,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,8.42,6.22,8.14249,HD 176986,0.09,0.27,0.77,0.08,0.07,0.2,0.05,0.19,c,16.82,0.11,0.12,0.03,0.0,0.0,O|N|H2O|S,13.712027463685882|54.84810985474353|29.151770387796184|1.788092293774398,SO2,9023.772170361715
HD 177565 b,HD 177565,1,1,2017,La Silla Observatory,44.505,0.246,4.0,15.1,0.0593,,G8V,5627.0,0.97,1.0,0.081,[M/H],4.39,19h06m52.22s,286.7175787,-37d48m44.06s,-37.8122394,16.9179,6.15,4.539,5.9739,HD 177565,0.12,0.09,0.08,0.12,0.15,0.16,0.11,0.11,b,44.51,0.06,0.25,0.05,0.0,0.0,O|N|H2O|S,13.884434314854609|55.537737259418435|29.518307353380894|0.5595210723460624,CH4|NH4|NH3|SO2,7991.2547703340115
HD 177830 b,HD 177830,2,2,1999,W. M. Keck Observatory,410.10001,1.14,13.5,537.1327,0.1,,K0,4901.0,3.26,1.7,0.42,[Fe/H],3.64,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,7.18,4.809,6.8866,HD 177830,0.4,0.36,1.0,0.26,0.46,0.44,0.38,0.4,b,406.6,0.01,1.22,1.49,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,5920.519275783249
HD 177830 c,HD 177830,2,2,2010,W. M. Keck Observatory,110.9,0.5137,7.87,47.6725,0.3,,K0,4949.0,2.62,1.47,0.545,[Fe/H],3.65,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,7.18,4.809,6.8866,HD 177830,0.4,0.36,1.0,0.26,0.46,0.44,0.38,0.4,c,110.9,0.3,0.51,0.15,0.0,0.0,O|N|H2O|S|CO2,10.907048422280162|43.62819368912065|23.188384945767627|1.96333992549914|19.813033017332426,CH4|NH4|NH3|SO2,7928.373087998085
HD 178911 B b,HD 178911 B,3,1,2001,W. M. Keck Observatory,71.484,0.34,12.6,2552.1749,0.11,,G5,5588.0,1.08,1.24,0.24,[Fe/H],4.46,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,7.97,6.375,7.86705,HD 178911B,0.27,0.1,0.36,0.2,0.22,0.24,0.2,0.3,b,71.51,0.14,0.34,7.35,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,7112.450261779852
HD 179079 b,HD 179079,1,1,2008,W. M. Keck Observatory,14.479,0.1214,5.48,25.74423,0.049,,G5 IV,5646.0,1.63,1.14,0.24,[Fe/H],4.16,19h11m09.69s,287.7903733,-02d38m19.57s,-2.6387703,69.7116,7.95,6.311,7.77454,HD 179079,0.33,0.16,0.21,0.27,0.31,0.39,0.32,0.31,b,14.48,0.05,0.12,0.08,0.0,0.0,O|N|H2O|S,13.872876595051075|55.4915063802043|29.493735641078587|0.6418813836660244,SO2,14800.171691858755
HD 179949 b,HD 179949,1,1,2000,Anglo-Australian Telescope,3.092514,0.0443,13.9,291.12,0.022,,F8 V,6168.0,1.27,1.21,0.137,[Fe/H],4.34,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,6.25,4.936,6.1106,HD 179949,0.23,0.12,0.11,0.25,0.16,0.2,0.18,0.18,b,3.09,0.02,0.04,0.95,0.0,0.0,O|N|H2O|S|CO2,11.076683416629777|44.30673366651911|23.5490289437549|0.44637308533915876|20.12118088775706,CH4|NH4|NH3|SO2,23642.614751896217
HD 180053 b,HD 180053,1,1,2018,W. M. Keck Observatory,213.72,0.843,13.3,697.31902,0.081,,K0,5131.0,4.06,1.75,0.25,[M/H],3.54,19h13m36.20s,288.4008374,+34d54m52.80s,34.9146658,137.043,7.93,5.84,7.70327,HD 180053,0.28,0.24,0.0,0.25,0.14,0.14,0.08,0.18,b,213.72,0.08,0.84,2.19,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,8048.370962302775
HD 18015 b,HD 18015,1,1,2018,W. M. Keck Observatory,2278.0,3.87,13.1,1048.83374,0.148,,G6 IV,5603.0,3.13,1.49,-0.14,[Fe/H],3.64,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392,123.801,7.89,6.204,7.72194,HD  18015,-0.09,-0.1,0.0,-0.03,-0.15,-0.16,-0.21,-0.1,b,2278.0,0.15,3.87,3.18,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3594.347750042367
HD 180314 b,HD 180314,1,1,2010,Subaru Telescope,394.73,1.448,12.0,7216.92964,0.247,,K0,4917.0,9.2,2.6,0.2,[Fe/H],2.98,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,6.61519,4.312,6.34583,HD 180314,0.18,0.14,0.52,0.25,0.33,0.17,0.33,0.35,b,394.73,0.25,1.45,22.71,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,8810.485925781959
HD 180617 b,HD 180617,2,1,2018,Calar Alto Observatory,105.911,0.343,3.53,12.214,0.101,,M2.5 V,3534.0,0.48,0.48,-0.04,[Fe/H],4.9,19h16m54.66s,289.2277322,+05d09m47.38s,5.1631615,5.91059,9.12,4.673,8.0976,HD 180617,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,105.91,0.1,0.34,0.04,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,2986.3870390299635
HD 180902 b,HD 180902,2,1,2009,W. M. Keck Observatory,510.9,1.4,13.5,535.54355,0.107,,K0 III/IV,4961.0,4.16,1.41,0.04,[Fe/H],3.36,19h19m17.75s,289.8239604,-23d33m29.68s,-23.5582432,104.577,7.78,5.543,7.52132,HD 180902,0.06,0.06,0.28,0.04,0.08,-0.07,0.1,0.09,b,479.0,0.09,1.39,1.6,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,6107.746632548334
HD 181234 b,HD 181234,1,1,2019,La Silla Observatory,7593.40512,7.427,12.5,2980.91263,0.726,,G8 IV,5386.0,1.06,0.94,0.32,[Fe/H],4.37,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,8.59,6.689,8.36926,HD 181234,0.4,0.28,0.0,0.44,0.42,0.44,0.39,0.39,b,7593.0,0.73,7.43,9.38,0.0,98.7,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1399.4178196270589
HD 181342 b,HD 181342,1,1,2009,W. M. Keck Observatory,564.1,1.592,13.2,807.2882,0.022,,K0 III,4945.0,4.71,1.69,0.26,[Fe/H],3.28,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,7.55,5.251,7.28405,HD 181342,0.26,0.07,0.46,0.24,0.1,0.13,0.35,0.31,b,663.0,0.18,1.78,3.3,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,6089.145631216451
HD 18143 b,HD 18143,1,2,2022,Multiple Observatories,10.2851,0.088,3.28,10.80617,0.224,,K2,5078.0,0.87,0.85,0.28,[Fe/H],4.51,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.5243,7.518,5.427,7.33209,HD  18143A,0.32,0.18,0.0,0.23,0.29,0.49,0.26,0.31,b,10.29,0.22,0.09,0.03,0.0,0.0,O|N|H2O|S,13.909770843753497|55.63908337501399|29.572172813819936|0.3789729674125784,SO2,11359.835682153252
HD 18143 c,HD 18143,1,2,2022,Multiple Observatories,28982.41764,17.53,12.5,3177.64841,0.194,,K2,5078.0,0.87,0.85,0.28,[Fe/H],4.51,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.5243,7.518,5.427,7.33209,HD  18143A,0.32,0.18,0.0,0.23,0.29,0.49,0.26,0.31,c,28980.0,0.19,17.53,10.0,0.0,35.98,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,805.7186936733904
HD 181433 b,HD 181433,1,3,2008,La Silla Observatory,9.3743,0.08,2.4,6.3566,0.4,,K3 IV,4918.0,0.79,0.63,0.38,[Fe/H],4.45,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228,HD 181433,0.42,0.34,1.05,0.36,0.4,0.44,0.5,0.47,b,9.37,0.34,0.08,0.02,0.0,0.0,O|N|H2O|S,13.560496904887223|54.241987619548894|28.829616419790234|2.867899055773642,SO2,10911.945989789392
HD 181433 c,HD 181433,1,3,2008,La Silla Observatory,962.0,1.76,14.1,203.0,0.28,,K3 IV,4962.0,0.81,0.78,0.33,[Fe/H],4.37,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228,HD 181433,0.42,0.34,1.05,0.36,0.4,0.44,0.5,0.47,c,1014.5,0.23,1.82,0.67,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,2389.8557425445306
HD 181433 d,HD 181433,1,3,2008,La Silla Observatory,2172.0,3.0,14.2,171.0,0.48,,K3 IV,4962.0,0.81,0.78,0.33,[Fe/H],4.37,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228,HD 181433,0.42,0.34,1.05,0.36,0.4,0.44,0.5,0.47,d,7012.0,0.47,6.6,0.61,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1812.2261471967918
HD 181720 b,HD 181720,1,1,2009,La Silla Observatory,956.0,1.85,14.0,127.132,0.26,,G1 V,5736.0,1.5,1.03,-0.62,[Fe/H],4.09,19h22m53.09s,290.7212224,-32d55m15.02s,-32.9208401,60.2046,7.84,6.294,7.67484,HD 181720,-0.49,-0.09,-0.35,-0.34,-0.22,-0.35,-0.33,-0.34,b,956.0,0.26,1.85,0.4,0.0,0.0,O|N|H2O|S|CO2,12.470268620321754|49.881074481287015|26.51179108680405|0.2825947346330281|10.354271076954152,CH4|NH4|NH3|SO2,3669.7968920893863
HD 183263 b,HD 183263,1,2,2004,W. M. Keck Observatory,624.87404,1.46,13.1,1103.1824,0.383,,G2 IV,5948.0,1.23,1.06,0.278,[Fe/H],4.37,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,7.86,6.422,7.71818,HD 183263,0.34,0.18,0.33,0.3,0.42,0.34,0.3,0.31,b,624.87,0.38,1.46,3.47,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3858.045666901385
HD 183263 c,HD 183263,1,2,2008,W. M. Keck Observatory,4667.97841,5.585,12.5,2958.98247,0.051,,G2 IV,5875.99,1.29,1.06,0.278,[Fe/H],4.28,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,7.86,6.422,7.71818,HD 183263,0.34,0.18,0.33,0.3,0.42,0.34,0.3,0.31,c,4668.0,0.05,5.58,9.31,0.0,73.7,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,2020.1437076079849
HD 183579 b,HD 183579,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),17.471291,0.1322,3.49,20.4,0.061,752,G2 V,5784.0,0.96,1.0,-0.038,[Fe/H],4.45,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,8.67,7.15,8.51549,HD 183579,0,-0.09,-0.05,0.0,0.01,-0.01,-0.05,-0.02,b,17.47,0.06,0.13,0.06,0.31,89.11,O|N|H2O|S,13.874914046570133|55.49965618628053|29.498067263008103|0.6273625041412355,CH4|NH4|NH3|SO2,11146.734232612185
HD 184010 b,HD 184010,1,3,2022,Okayama Astrophysical Observatory,286.6,0.94,12.1,98.52681,0.0,,K0 III-IV,4971.0,4.86,1.35,-0.17,[Fe/H],3.18,19h31m21.63s,292.8401421,+26d37m02.21s,26.6172796,60.7993,5.88639,3.98,5.64508,HD 184010,-0.1,-0.05,0.08,-0.04,0.07,-0.09,-0.02,-0.02,b,286.6,0.0,0.94,0.31,0.0,0.0,O|N|H2O|S|CO2,11.624361528252704|46.49744611301082|24.713392609065245|0.6466322571315171|16.01816749253971,CH4|NH4|NH3|SO2,8096.40177494017
HD 184010 c,HD 184010,1,3,2022,Okayama Astrophysical Observatory,484.3,1.334,11.8,95.34852,0.0,,K0 III-IV,4971.0,4.86,1.35,-0.17,[Fe/H],3.18,19h31m21.63s,292.8401421,+26d37m02.21s,26.6172796,60.7993,5.88639,3.98,5.64508,HD 184010,-0.1,-0.05,0.08,-0.04,0.07,-0.09,-0.02,-0.02,c,484.3,0.0,1.33,0.3,0.0,0.0,O|N|H2O|S|CO2,11.624361528252704|46.49744611301082|24.713392609065245|0.6466322571315171|16.01816749253971,CH4|NH4|NH3|SO2,6796.386419649908
HD 184010 d,HD 184010,1,3,2022,Okayama Astrophysical Observatory,836.4,1.92,14.3,143.02278,0.0,,K0 III-IV,4971.0,4.86,1.35,-0.17,[Fe/H],3.18,19h31m21.63s,292.8401421,+26d37m02.21s,26.6172796,60.7993,5.88639,3.98,5.64508,HD 184010,-0.1,-0.05,0.08,-0.04,0.07,-0.09,-0.02,-0.02,d,836.4,0.0,1.92,0.45,0.0,0.0,O|N|H2O|S|CO2,11.624361528252704|46.49744611301082|24.713392609065245|0.6466322571315171|16.01816749253971,CH4|NH4|NH3|SO2,5665.0710866006875
HD 185269 b,HD 185269,3,1,2006,Lick Observatory,6.83776,0.077,13.8,321.0083,0.229,,G0 IV,5923.0,2.0,1.3,0.11,[Fe/H],3.92,19h37m11.70s,294.2987668,+28d29m58.25s,28.499514,51.9917,6.67973,5.26,6.51831,HD 185269,0.18,0.29,0.16,0.22,0.2,0.13,0.2,0.2,b,6.84,0.23,0.08,1.03,0.0,0.0,O|N|H2O|S|CO2,12.13137067556979|48.52548270227916|25.79129405626137|0.3708498689821656|12.681002696907512,CH4|NH4|NH3|SO2,21473.019111530302
HD 185283 b,HD 185283,1,1,2023,La Silla Observatory,4060.0,4.6,13.6,413.17693,0.07,,K3 V,4848.0,0.74,0.8,-0.06,[M/H],4.59,19h41m17.61s,295.3233609,-56d19m19.59s,-56.3221096,31.395,9.03,6.601,8.71311,HD 185283,-0.02,0.0,0.0,0.02,-0.02,-0.04,-0.01,0.26,b,4060.0,0.07,4.6,1.3,0.0,91.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1390.2431597585999
HD 187085 b,HD 187085,1,1,2006,Anglo-Australian Telescope,1019.74,2.1,13.9,265.70588,0.251,,G0 V,6117.0,1.27,1.19,0.12,[Fe/H],4.28,19h49m33.98s,297.3915731,-37d46m51.57s,-37.7809929,45.8993,7.22,5.876,7.07508,HD 187085,0.13,0.01,-0.05,0.16,0.11,0.08,0.1,0.11,b,1019.7,0.25,2.1,0.84,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,3381.072958276324
HD 187123 b,HD 187123,1,2,1998,W. M. Keck Observatory,3.0965828,0.0426,14.2,166.218,0.0103,,G3 V,5790.0,1.15,1.04,0.09,[M/H],4.33,19h46m58.29s,296.7428786,+34d25m08.36s,34.41899,45.9548,7.83,6.337,7.67284,HD 187123,0.15,0.02,0.0,0.12,0.17,0.16,0.09,0.13,b,3.1,0.0,0.04,0.5,0.0,0.0,O|N|H2O|S,13.886211785486786|55.544847141947145|29.522086255944902|0.5468548166211697,CH4|NH4|NH3|SO2,21542.894207242625
